Player,Date,Number,Matches,Wins,Elo,Lefty Elo,Righty Elo,Hard Elo,Clay Elo,Grass Elo
Kip Brady,1995-10-16,7,3,0,1258.2358718805845,1250,1250,1216.186113557226,1250.0,1250.0
Maxime Huard,1996-08-05,9,15,0,1265.8655645229464,1250,1250,1261.1610427948092,1177.2424739043217,1250.0
Hee Sung Chung,2003-06-09,276,9,0,1201.714018582231,1250,1250,1187.6967586999967,1210.9267133823807,1250.0
Yue Wei Wang,1998-07-17,2,8,0,1258.1701671787685,1250,1250,1228.874175658486,1250.0,1250.0
Yu Zheng,1998-10-05,14,10,0,1203.3357576848825,1250,1250,1257.6464032976953,1250.0,1157.4981483503107
Ion Moldovan,2008-09-08,706,162,0,1259.639717105616,1250,1250,1169.5283011752363,1240.5498318411753,1250.0
Fabio Maggi,1999-09-13,6,62,0,1237.8646431115067,1250,1250,1211.2578274107918,1225.7685803905156,1250.0
Guillermo Canas,2009-07-19,701,655,0,1641.6686252969505,1250,1250,1544.5412212376234,1627.6144597899308,1345.1440408008425
Sebastian Prieto,2009-07-26,702,222,0,1382.4632192444842,1250,1250,1237.2580496140213,1379.688078106522,1219.7384301257905
Alexandre Strambini,1999-06-28,8,41,0,1163.7730106488773,1250,1250,1187.554703100313,1147.8952122196667,1250.0
Rainer Schuettler,2012-01-16,741,929,0,1592.4982938764779,1250,1250,1451.2310995432472,1428.831260178602,1356.1126743651812
John Van Lottum,2006-05-29,297,359,0,1532.680010701342,1250,1250,1429.758441347375,1406.735236937047,1262.1170716809852
Ulrich Seetzen,1998-02-16,1,7,0,1349.511869273538,1250,1250,1250.0,1250.0,1250.0
Alistair Hunt,2003-04-04,2,59,0,1353.6628281087046,1250,1250,1191.8513436247217,1192.3086406539594,1344.8999985453747
Federico Dondo,2003-04-04,4,89,0,1331.717450280019,1250,1250,1280.3004844041657,1265.0560697923809,1250.0
John Hui,2002-04-05,2,11,0,1176.8792992398214,1250,1250,1169.6899869595884,1250.0,1194.5475172665465
Martijn Belgraver,1998-07-27,28,29,0,1289.3303099730863,1250,1250,1301.6102029867588,1180.9469526316605,1250.0
Francisco Costa,2005-07-04,13,334,0,1291.4176756853099,1250,1250,1218.38374748741,1258.107128950721,1237.2697905944917
Jerome Hanquez,2003-04-28,1,57,0,1328.2553259317765,1250,1250,1268.6804716894187,1299.6890614278182,1199.841659630799
Andy Zingman,1999-12-06,10,73,0,1326.797489393672,1250,1250,1244.5517356793177,1329.1930716406066,1247.3619598816865
Nicolas Thomann,2006-10-23,7,247,0,1409.2902671525344,1250,1250,1357.1981931072744,1294.657021209438,1241.5132087931245
Bader Mohammed Almuqail,1997-04-04,1,10,0,1080.3034925773597,1250,1250,1117.7746802318743,1158.4012977963323,1250.0
Othman Al Anazi,1997-02-18,1,4,0,1231.1805763936277,1250,1250,1240.5183555047322,1250.0,1250.0
Goran Oresic,1996-09-20,4,4,0,1290.9387547152637,1250,1250,1250.0,1208.8243218109362,1250.0
Sofronio Palahang,1996-04-05,2,8,0,1156.6661270487855,1250,1250,1185.6896139973387,1248.4114809508653,1157.198855643039
Yaoki Ishii,2008-03-03,11,102,0,1178.6585278799655,1250,1250,1105.7638801261282,1239.5154039169165,1213.0526240133593
Satoshi Iwabuchi,2009-02-02,14,167,0,1258.7500723935266,1250,1250,1156.6085777272,1157.5175411482812,1235.7320717254925
Fernando Vicente,2010-07-25,718,745,0,1361.1571170393572,1250,1250,1315.3958816296483,1294.2454450095727,1267.4539961218711
Victor Sendin,1998-08-17,2,21,0,1330.2471518120308,1250,1250,1250.0,1264.0188164473552,1250.0
Petr Kralert,2006-05-08,11,224,0,1290.5019503537703,1250,1250,1299.0356815296498,1272.0627208237297,1249.0311121985758
Jacobo Diaz,2004-04-19,15,315,0,1433.7649141081702,1250,1250,1251.855090075542,1435.1563296195714,1237.81138751524
Bruno Fragoso,1999-04-02,5,11,0,1160.2153545899237,1250,1250,1176.2638325439264,1178.9954753965922,1250.0
Isaac Tetteh Quaye,1996-05-03,5,1,0,1275.0559154191767,1250,1250,1279.8997898040686,1250.0,1250.0
Sacha Thoma,2000-07-21,4,6,0,1101.2199657037738,1250,1250,1237.2868164023898,1200.2366036808128,1250.0
Andres Filimonov,2002-07-12,1,18,0,1230.240459153736,1250,1250,1326.078484607577,1183.6421284501325,1250.0
Rafael Jordan,1997-04-04,2,7,0,1181.250166811535,1250,1250,1197.8508439495056,1182.1481944150125,1250.0
Tomas Catar,1999-08-09,2,32,0,1109.939130973226,1250,1250,1169.836610343264,1105.466995434997,1250.0
Roman Kukal,2004-11-22,13,10,0,1117.1672335794792,1250,1250,1231.2430569801074,1129.7151628875022,1250.0
Dominik Hrbaty,2012-06-11,23,919,0,1485.2491429045065,1250,1250,1441.558476371687,1403.7970983829962,1184.7429886158898
Nir Welgreen,2001-07-30,10,61,0,1242.4170316418479,1250,1250,1169.5649711041158,1194.8127766217926,1234.1694411898256
Amir Hadad,2009-05-04,10,156,0,1362.8887734840337,1250,1250,1360.1713826553357,1328.0327135387763,1242.2868715885973
Julian Alonso,2001-08-27,8,247,0,1450.0990857682227,1250,1250,1177.1645987836098,1495.5694119381917,1215.016440706323
Carlos Drada,2000-07-31,16,13,0,1072.5083417987416,1250,1250,1223.1101034514425,1050.5593544985265,1250.0
Greg Hill Usa,2009-08-10,10,6,0,1186.6014027386682,1250,1250,1213.601017832872,1188.0577422619047,1250.0
Tommy Haas,2017-07-31,273,904,0,1797.762160557525,1250,1250,1657.6953635863194,1684.9121504273241,1439.6974081766523
Martin Hromec,2001-01-01,6,52,0,1213.757249277144,1250,1250,1212.614891544495,1243.9501657220035,1169.8606075181283
Juan Antonio Marin,2007-07-23,707,526,0,1380.2326917231373,1250,1250,1236.907968579058,1337.434550087069,1175.5235895015337
Charles Auffray,2000-06-12,3,58,0,1277.6463970647883,1250,1250,1182.6075167414244,1242.0512038152012,1250.0
Thomas Schiessling,2004-12-06,12,43,0,1397.6619722739426,1250,1250,1250.0,1318.7627806435842,1250.0
Petr Luxa,2004-09-06,28,244,0,1419.2832621114987,1250,1250,1298.44497189855,1243.6362967990015,1257.176350005298
Gerald Fauser,1997-09-22,27,7,0,1399.8931475237837,1250,1250,1250.0,1364.169275044354,1250.0
Xavier Malisse,2013-09-30,4,690,0,1717.9693816194624,1250,1250,1509.54543054736,1496.7039395440813,1456.4125516970885
Olivier Malcor,2001-05-14,7,67,0,1447.6784024841636,1250,1250,1311.6345128105766,1407.3884397416832,1250.0
Reginald Willems,2002-07-29,7,67,0,1426.9141501838224,1250,1250,1385.4824939376097,1169.650883346029,1243.4603406523802
Yuri Soberon,1996-07-08,24,4,0,1268.961441571422,1250,1250,1250.0,1250.444851045384,1250.0
Cristiano Testa,1998-11-23,2,12,0,1270.2957702436406,1250,1250,1171.2748922065775,1302.2804053098537,1250.0
Richard Brostowicz,1998-09-28,13,19,0,1180.6061798423673,1250,1250,1126.4180197484948,1184.7160432215155,1250.0
Jamie Delgado,2007-07-16,2,271,0,1331.1407452767398,1250,1250,1192.7869758603008,1094.0399940363172,1240.3042902790494
Nick Weal,2001-06-25,282,13,0,1223.637422658279,1250,1250,1203.038315249527,1250.0,1153.6514057846625
Zoran Sevcenko,1999-09-13,9,4,0,1288.5022596026079,1250,1250,1250.0,1245.352755812412,1250.0
Dusan Vemic,2011-04-25,705,351,0,1372.6871630987375,1250,1250,1283.1563746520092,1359.0184386385374,1240.3065686170196
Nenad Zimonjic,2020-03-09,247,166,0,1356.1366598996694,1250,1250,1201.1475116769848,1285.6025798392752,1224.7335382641343
Srdan Muskatirovic,1996-07-12,1,7,0,1198.836106120491,1250,1250,1189.5859281350379,1240.6301590097823,1250.0
Borut Urh,1999-08-09,7,43,0,1227.2229485203006,1250,1250,1096.0605763779563,1259.427846950267,1250.0
Peter Wessels,2009-06-14,708,407,0,1444.7636211046458,1250,1250,1412.9427360387713,1356.8929828668624,1337.0089141156836
Fredrik Jonsson,2004-06-07,13,142,0,1463.0304728417614,1250,1250,1356.9812602709783,1357.6119801645787,1287.7798057013536
Nicklas Timfjord,2000-09-04,10,12,0,1133.4420242428514,1250,1250,1229.936812561472,1100.592987216436,1250.0
Tom Spinks,2000-07-17,15,16,0,1230.4469428425068,1250,1250,1250.0,1213.1725533057784,1105.4320650297448
Americo Tupi Venero,1999-10-18,11,11,0,1081.628881643612,1250,1250,1163.2639371740177,1079.5100268860144,1250.0
Santiago Moncayo,1996-07-15,6,2,0,1267.5915565210057,1250,1250,1250.0,1254.0855767631647,1250.0
David Caldwell,2000-08-14,24,84,0,1298.6477612507024,1250,1250,1205.2749243751598,1275.492280676532,1250.0
Michael Sell,2000-10-09,8,125,0,1424.3738306465023,1250,1250,1377.863547609183,1215.6429340867767,1160.1764418424686
Markus Hipfl,2006-09-04,14,282,0,1397.1574142320032,1250,1250,1308.417669664504,1366.6468937871737,1209.2108425413912
Fredrik Bergh,1998-02-02,15,15,0,1333.4423325757555,1250,1250,1285.4104621415286,1209.8888904167068,1250.0
Erhan Oral,2001-07-20,5,15,0,1039.2959234184973,1250,1250,1039.9716952069086,1176.507597292811,1250.0
Juan Balcells,2003-09-29,5,227,0,1414.790420819613,1250,1250,1349.9182933630207,1385.7184008387662,1206.9028093461022
Erick Gomes,1997-12-08,6,14,0,1030.5022965610256,1250,1250,1179.904864817597,1029.6167395961334,1250.0
Jan Michael Gambill,2010-05-03,4,450,0,1422.624538116951,1250,1250,1332.7033749787427,1250.7946686852995,1316.885679847142
Marcos Daniel,2011-04-25,5,492,0,1591.6678327369075,1250,1250,1280.0723934910138,1600.9292687699729,1188.2991148642009
Stefan Koubek,2011-04-04,705,739,0,1548.0649318797032,1250,1250,1488.5023919225325,1423.7577952212546,1189.0224669338684
David Salvador Estepa,1997-07-21,11,17,0,1168.4986221097563,1250,1250,1250.0,1141.4941435429055,1250.0
Ricardo Rubio,1997-09-01,6,7,0,1283.2046419716098,1250,1250,1250.0,1252.7282509378276,1250.0
Sebastien Grosjean,2010-03-15,14,640,0,1671.922277677214,1250,1250,1464.1406763830337,1652.9878770489604,1468.5024024401562
Jeff Salzenstein,2007-04-09,701,333,0,1397.7814797011554,1250,1250,1286.8445053470948,1292.2410951503186,1188.205350571235
Rainer Falenti,1998-09-14,15,57,0,1237.383757736638,1250,1250,1148.704753123871,1247.0414913711088,1250.0
Werner Eschauer,2008-07-21,11,412,0,1448.205217244823,1250,1250,1286.275271316636,1415.4175082826098,1222.3589818834214
Gregory Carraz,2007-02-12,702,292,0,1397.0296998536467,1250,1250,1319.7851303465015,1191.2306695542939,1226.7754261910275
Ivo Heuberger,2008-08-25,742,477,0,1415.3228327406275,1250,1250,1265.3659073057927,1300.4887353955014,1333.2409717190558
Zeljko Krajan,2005-08-29,6,185,0,1366.152579761524,1250,1250,1306.6756442387587,1364.0401180574584,1174.996853565978
Timur Khankodjaev,1996-09-02,1,6,0,1197.4910225990936,1250,1250,1135.9207932031504,1256.218949076585,1250.0
Filippo Veglio,1998-10-19,3,16,0,1202.4631710995814,1250,1250,1229.0675528258985,1216.2099856944083,1202.961033381044
Oscar Serrano,2005-06-13,11,282,0,1368.332354673198,1250,1250,1189.5103548815373,1316.2000426012623,1238.4902836906656
Juan Antonio Saiz,1999-08-02,10,4,0,1285.84033586134,1250,1250,1220.4458960487336,1296.016565235094,1250.0
Gabrio Castrichella,1998-09-07,20,36,0,1275.321775280892,1250,1250,1255.6240113424215,1233.8557392690082,1250.0
Vadim Kutsenko,2004-08-23,12,261,0,1294.9738274458616,1250,1250,1231.01009317024,1318.6279208678054,1240.8535084628543
Udo Plamberger,1997-07-14,11,5,0,1173.9127623890652,1250,1250,1250.0,1137.581636188805,1250.0
Michael Kohlmann,2011-07-04,704,345,0,1389.9352918515654,1250,1250,1316.4604780352095,1373.225283020877,1232.674751236001
Marzio Martelli,2002-07-01,2,190,0,1402.9307210837108,1250,1250,1350.0388957365535,1368.3620137558612,1268.2248138985935
Antonio Altobelli,1996-09-09,20,4,0,1320.036073652095,1250,1250,1323.1237070840402,1189.690432728708,1250.0
Daniele Bracciali,2014-02-10,710,354,0,1339.7098484550133,1250,1250,1339.6046911910078,1298.20263474862,1369.2829594304146
Ganesh Vaidyanathan,1996-09-09,13,2,0,1296.9479521864866,1250,1250,1283.8864625044048,1250.0,1250.0
Susheel Narla,1997-04-07,5,3,0,1260.173065864239,1250,1250,1229.759050390052,1250.0,1250.0
Akshai Misra,1996-09-09,5,2,0,1261.426318383928,1250,1250,1239.1402556587643,1250.0,1250.0
Vasudeva Reddy,1997-12-01,1,4,0,1188.7052256212362,1250,1250,1166.3115629756649,1250.0,1250.0
Vikram Venkataraghavan,1996-09-09,1,2,0,1309.6698286132753,1250,1250,1307.9572039111797,1250.0,1250.0
Damian Furmanski,2001-10-15,13,75,0,1296.667811113175,1250,1250,1217.361331620209,1225.692290499554,1224.843363781617
Michal Gawlowski,2002-02-04,11,16,0,1251.1116372886154,1250,1250,1218.4672461960663,1161.7039502853736,1250.0
Jan Frode Andersen,2006-07-21,2,354,0,1369.920720674233,1250,1250,1224.977648399761,1351.275343349432,1195.9145341730948
Andrian Raturandang,2001-04-06,5,22,0,949.9963420956507,1250,1250,1038.0568044429833,1032.5359929369909,1250.0
Marcus Hilpert,1999-07-19,16,18,0,1222.8181511944344,1250,1250,1194.3646134857422,1196.6935481722592,1249.813503315323
Cedric Kauffmann,2007-07-23,14,81,0,1233.0030870364194,1250,1250,1185.664912897286,1268.5433959862548,1184.7505555130508
Paul Goldstein,2007-08-05,721,488,0,1594.5730053125144,1250,1250,1476.2204182807693,1391.5704803989036,1266.0714988241893
Marco Osorio,2003-11-17,13,55,0,1237.0516584623888,1250,1250,1157.987574573739,1285.1374350517906,1250.0
Glenn Weiner,2007-08-27,764,294,0,1443.3377112983615,1250,1250,1358.2977644169607,1119.0761961767132,1239.0179160077528
Axel Pretzsch,2003-05-19,6,205,0,1466.3887622429115,1250,1250,1350.3297066900968,1203.5790112783695,1173.4349577804971
Arnaud Clement,2012-06-25,748,809,0,1595.2853510274788,1250,1250,1476.02980622725,1437.401421521445,1339.4827787929146
Mathias Huning,1997-12-01,20,5,0,1258.5082445155317,1250,1250,1256.9762853488248,1250.0,1250.0
Erik Casas,1997-02-24,13,11,0,1257.9689302928946,1250,1250,1221.5024261238245,1152.0914941814094,1250.0
Francisco Ruiz,1997-12-08,6,6,0,1238.848379875455,1250,1250,1250.0,1225.4734392952578,1250.0
Robinson Gamonal,1996-12-02,15,3,0,1341.2682193967753,1250,1250,1250.0,1341.4109256931358,1250.0
Jaymon Crabb,2005-04-04,13,103,0,1199.6210728849062,1250,1250,1145.1823584481226,1133.651846345466,1205.52755828732
Mark Draper,2000-01-17,240,42,0,1155.5569995840206,1250,1250,1137.7904533459998,1250.0,1151.4533169683345
Glenn Wilson,1997-04-04,4,5,0,1286.157014954657,1250,1250,1243.972602438284,1298.1134510484608,1250.0
Jed Gould,1996-12-09,11,2,0,1261.4420153860874,1250,1250,1256.7408778279264,1250.0,1250.0
Mark Quinney,1997-01-06,18,2,0,1327.6972013307086,1250,1250,1278.3017998483476,1250.0,1250.0
Lazaro Navarro Batles,2003-04-04,2,17,0,1352.6833230142581,1250,1250,1402.6806825190292,1178.2889468947346,1250.0
Andy Fahlke,2002-02-25,3,101,0,1262.1955873693905,1250,1250,1139.277706152129,1227.3391618643564,1223.7562169636717
Vittaya Samrej,1997-04-04,4,5,0,1196.2725479748565,1250,1250,1238.308708939911,1181.8657502133935,1250.0
Lars Kirschner,1997-06-16,6,5,0,1239.7255564578215,1250,1250,1250.0,1197.9720491031906,1250.0
Toufiq Zhalan,1997-09-19,5,2,0,1243.6389038167292,1250,1250,1239.3794393341163,1250.0,1250.0
Ali Hamadeh,2002-04-05,2,22,0,1246.288625108381,1250,1250,1254.2075816660906,1285.0610982951937,1265.734487007126
Sean Karam,2002-09-20,1,4,0,1085.9032887363267,1250,1250,1161.5627981209102,1194.5379600871022,1250.0
Jicham Zaatini,2008-04-11,1,32,0,1059.4786486049065,1250,1250,1170.7049337772946,1098.5119347213827,1190.7509975242854
Eduardo Rincon,2001-02-09,1,12,0,1217.5836822127546,1250,1250,1184.9921160981485,1193.9139715696924,1250.0
Syed Nasir Sherazi,1999-04-02,4,4,0,1230.7773852342614,1250,1250,1202.8761619391623,1289.5336723097782,1250.0
Asim Shafik,2006-09-22,4,13,0,1103.577786925706,1250,1250,1106.31044229735,1332.3552587946256,1206.5030506627954
Wing Luen Wong,2007-02-09,2,18,0,1324.4386145890712,1250,1250,1301.302461498698,1250.0,1250.0
Manuel Tejada,2000-04-07,4,9,0,1016.6660852832579,1250,1250,1181.0529521252158,1021.7212283061026,1250.0
Mark Nielsen,2008-04-11,4,124,0,1294.0503699171873,1250,1250,1204.916680188669,1188.5127006861353,1231.0563934022289
Jose Baires,2000-02-04,5,5,0,1155.2681381976788,1250,1250,1120.3520958481847,1197.65666888058,1250.0
Francisco Cabello,2004-11-01,7,132,0,1379.8927042509529,1250,1250,1256.1221656041482,1326.363803967932,1274.8470939669617
Radek Stepanek,2017-01-16,100,881,0,1827.7999235008367,1250,1250,1656.4213320499616,1616.36675971747,1412.0045702758691
Salvador Navarro,2005-01-17,271,244,0,1340.0165156789167,1250,1250,1106.1129659485994,1313.8020389158773,1218.4403469528145
Bojan Vujic,2004-09-20,5,11,0,1253.2762431513595,1250,1250,1221.1132227895935,1244.060209021528,1177.1609923173003
Eugenius Cariovas,1997-07-11,2,4,0,1138.6149167908227,1250,1250,1250.0,1145.3748103779005,1250.0
Thomas Heyerdahl,1997-05-02,5,2,0,1213.3840773956751,1250,1250,1250.0,1234.0179981449328,1250.0
Filip Aniola,1997-09-15,4,4,0,1315.1266635835734,1250,1250,1250.0,1291.0133175869898,1250.0
Krystian Pfeiffer,2001-08-13,16,23,0,1379.331646982844,1250,1250,1173.1074112153042,1374.2109588764527,1250.0
Konstantinos Economidis,2016-10-31,246,265,0,1393.493662826833,1250,1250,1266.9794150401458,1445.1838403977745,1269.7905713411283
Taso Vasiliadis,2002-04-05,4,7,0,1231.0855364800827,1250,1250,1207.1661752308119,1207.8892929071387,1250.0
Valentin Sanon,2009-09-21,702,33,0,1141.2975011828842,1250,1250,1120.3685048440457,1198.454355058966,1250.0
Martin Garcia,2002-10-07,7,19,0,1234.3699789842203,1250,1250,1295.1476500457584,1167.233475330198,1223.618294795834
Steven Randjelovic,2003-09-15,6,51,0,1161.0083320398458,1250,1250,1112.5785809425056,1197.1365043147018,1187.8899521005762
Clemens Trimmel,2002-01-14,249,83,0,1374.7262895907015,1250,1250,1271.9687248231326,1300.5622621738764,1250.0
Markus Hantschk,2006-07-10,15,337,0,1298.0612937623607,1250,1250,1252.8416161788728,1201.851949573591,1218.0047456162372
Julien Chauvin,1998-08-31,10,29,0,1285.650568251594,1250,1250,1202.5110919827382,1285.3214534572849,1250.0
Martin Lee,2006-10-09,1,219,0,1336.7491870341605,1250,1250,1239.9818355999164,1276.1776425997773,1225.7616991895982
Luka Kutanjac,1997-06-16,18,2,0,1310.7331145447854,1250,1250,1250.0,1292.3131183549074,1250.0
Ivan Ljubicic,2012-04-15,17,782,0,1821.8769958537277,1250,1250,1643.9523266197605,1705.6852758906537,1305.5066458436745
Cyril Buscaglione,1997-11-24,19,11,0,1153.2199782720509,1250,1250,1131.9038118861463,1239.6503938068702,1198.0945441826868
Olivier Mutis,2008-09-29,713,260,0,1437.207008049464,1250,1250,1330.999247346515,1460.8373005548806,1233.203480962938
Jean Baptiste Perlant,2007-05-07,14,99,0,1292.9997656349947,1250,1250,1269.308484529658,1251.928291443844,1269.0298011585166
Eduardo Medica,2000-08-07,2,87,0,1274.9110417519316,1250,1250,1163.5160589293018,1234.9655418343316,1250.0
Mariano Puerta,2009-11-16,5,542,0,1482.5167560337868,1250,1250,1346.6220143252544,1437.3103138095883,1201.4645401579103
Silvio Scaiola,1998-09-07,14,9,0,1225.749618418903,1250,1250,1250.0,1207.146765166087,1250.0
Mariano Sanchez,2000-12-04,28,64,0,1446.806171463486,1250,1250,1335.452474752142,1434.481948430188,1250.0
Marcus Sarstrand,2008-04-07,14,132,0,1285.2477488180252,1250,1250,1247.4848695334447,1255.6830050211006,1192.905940222324
Kepler Orellana,2005-07-18,1,46,0,1238.5301758484302,1250,1250,1240.4849389642204,1146.2037811242433,1212.4787231240743
Frederic Niemeyer,2009-08-10,1,319,0,1443.8479763022224,1250,1250,1362.437442773743,1248.6426068068524,1264.1247490870112
Jeff Coetzee,2010-02-01,715,80,0,1339.1658898449546,1250,1250,1268.9686303107437,1225.0953477430496,1205.7743411246593
Vaughan Snyman,2000-07-17,10,6,0,1116.7265128692582,1250,1250,1250.0,1181.1264327857548,1159.691454013322
Franz Stauder,2007-06-11,704,40,0,1478.8502642062588,1250,1250,1172.2350879482137,1331.4976003833601,1209.5944809569157
David Katcharava,1997-07-11,1,1,0,1274.6103665822222,1250,1250,1250.0,1284.3651393390917,1250.0
Michal Chmela,1999-09-24,2,29,0,1377.3618689483756,1250,1250,1254.7053183007292,1376.918219251976,1250.0
Hermes Gamonal,2005-09-05,23,147,0,1402.127956958027,1250,1250,1215.797467971351,1370.269620941282,1187.190530328829
Leonardo Olguin,2003-07-14,6,83,0,1313.688627943736,1250,1250,1175.6131615364375,1270.2002974319441,1250.0
Sebastian Swierk,2000-01-17,272,8,0,1237.255845659504,1250,1250,1185.5623867245502,1250.0,1246.5607020316231
Denis Van Uffelen,1998-07-06,25,9,0,1389.8746398004437,1250,1250,1218.2564437647584,1250.0,1357.2809949193418
Miguel Miranda,2001-12-03,4,11,0,1119.2455642185769,1250,1250,1129.7994442071351,1140.7699111564389,1250.0
Nicolas Massu,2013-07-01,5,773,0,1350.0944257126062,1250,1250,1397.6378037045845,1287.865095051075,1214.1384295576736
Ricardo Rosas,1997-07-14,8,4,0,1174.7590596636144,1250,1250,1204.4650340934195,1193.1532322993874,1250.0
Rodrigo Cerdera,2000-11-06,9,16,0,1149.9828361145671,1250,1250,1145.6394746903113,1141.5875675990803,1205.194361345807
Luke Smith,2001-01-15,246,21,0,1280.6152368357884,1250,1250,1190.2120378033997,1250.0,1250.0
Marat Safin,2009-11-08,24,705,0,1758.3538603135219,1250,1250,1585.7733528129265,1637.8141652216611,1372.8569586687759
Janne Ojala,2004-02-06,5,28,0,1208.3815273160003,1250,1250,1210.5454017597103,1196.7801148603992,1250.0
Regis Lavergne,2003-07-21,2,46,0,1230.5932696577568,1250,1250,1257.101254753397,1185.3919941373388,1203.2846471048
Martin Verkerk,2008-09-29,7,290,0,1546.5956452138316,1250,1250,1420.7748647368678,1509.8378649430717,1212.7155039194924
David Sanchez,2005-09-26,14,337,0,1592.3647159811867,1250,1250,1202.8154014153881,1544.5785847772574,1195.28726281522
Razvan Iliescu,1997-07-28,25,3,0,1329.7389289742123,1250,1250,1298.0268795544314,1250.0,1250.0
Georg Blumauer,1998-08-10,6,5,0,1155.4256382084804,1250,1250,1142.6982887452803,1201.5236876931124,1250.0
Efe Ustundag,2001-04-27,2,12,0,1151.4398837050458,1250,1250,1143.8093931464562,1250.0,1250.0
Mashiska Washington,2006-10-16,16,100,0,1203.7306550109286,1250,1250,1141.1345189126073,1185.0355951798983,1250.0
Petr Spousta,1997-08-04,7,2,0,1263.0362221247794,1250,1250,1250.0,1260.7289886559681,1250.0
Antonio Prieto,2001-09-03,13,6,0,1201.0141459168412,1250,1250,1212.3635797348597,1205.5570434170268,1250.0
Eduardo Bohrer,2002-10-07,10,7,0,1060.6600837358367,1250,1250,1053.4274066612707,1208.9448945726851,1250.0
Elia Grossi,2003-06-30,14,58,0,1367.3393609931768,1250,1250,1267.205926034234,1323.9192007337915,1224.5677817296616
Andres Schneiter,2008-05-18,707,37,0,1247.6710337013756,1250,1250,1145.6556463276115,1218.9226023473595,1250.0
Guillermo Carter,2003-02-07,4,3,0,1306.9999582480023,1250,1250,1250.0,1257.9696889722657,1250.0
Michael Hill,2000-07-31,22,60,0,1472.8134967235178,1250,1250,1300.4218096756783,1326.4753400532968,1234.2097659527426
Tobias Hildebrand,1997-11-24,2,6,0,1132.3330509678685,1250,1250,1141.8746613689375,1194.9246647710863,1250.0
Kornel Bardoczky,2010-09-06,13,83,0,1273.7948499061881,1250,1250,1231.504590375397,1232.9212696709455,1250.0
Stefano Cobolli,2004-08-09,3,68,0,1207.4874003315845,1250,1250,1152.0710963836075,1185.7172223063637,1190.1345615856214
Andrei Stoliarov,2013-09-16,715,328,0,1226.9434040930494,1250,1250,1192.498034831539,1329.8409041252773,1168.042421419037
Jim Thomas,2008-09-08,714,44,0,1133.918726300816,1250,1250,1078.5915357886372,1188.6352232640697,1177.7126179814773
Philippe Moggio,1999-04-02,5,8,0,1223.0532772317729,1250,1250,1250.0,1205.0952841263243,1250.0
Tomas Behrend,2007-04-30,716,479,0,1433.2570915837734,1250,1250,1283.5792946688464,1418.2154433021224,1182.9221780975604
Alexandre Simoni,2007-02-12,702,241,0,1328.6940059996975,1250,1250,1305.596501238188,1236.9043480499831,1179.0296907351017
Thomas Shimada,2003-07-07,15,16,0,1146.6011188568382,1250,1250,1082.8124539349792,1217.519628433491,1204.70229018042
Thomas Larsen,2001-09-21,5,75,0,1257.036818655947,1250,1250,1224.207919230529,1208.051825125945,1250.0
Diego Hipperdinger,2007-11-12,2,37,0,1297.5335322010355,1250,1250,1199.1584269684058,1233.615855370028,1208.536973559925
Feliciano Lopez,2023-06-26,283,1120,0,1626.686919796638,1250,1250,1519.417738260271,1515.9124418153565,1392.6767352254449
Eric Taino,2008-04-11,5,297,0,1285.2977818412037,1250,1250,1205.078692775071,1244.5350282533177,1220.500540130792
Edwin Kempes,2003-09-29,8,210,0,1482.0459584134874,1250,1250,1343.9032667666945,1421.4366230776532,1199.1290078782338
Dong Hyun Kim,2006-05-29,16,19,0,1136.8494600122176,1250,1250,1112.4565612856195,1287.6159725979837,1250.0
Ota Fukarek,2004-07-05,2,245,0,1356.7948607906742,1250,1250,1331.661221261811,1348.369285536402,1237.1274063770875
Joan Jimenez Guerra,2004-06-21,6,23,0,1087.7871476887462,1250,1250,1043.8879878792704,1183.3499938150462,1165.3983788066287
George Bastl,2013-07-22,704,574,0,1277.2037119403676,1250,1250,1265.6851105493704,1222.6955343861907,1124.9020055482733
Nick Crowell,2000-01-31,4,6,0,1195.7259151185087,1250,1250,1142.2839187627444,1250.0,1250.0
Nicolas Coutelot,2008-08-25,5,184,0,1424.9480538311236,1250,1250,1296.0755153419586,1370.5958362255974,1128.373217532624
Sebastien De Chaunac,2010-06-21,768,368,0,1499.6016813237352,1250,1250,1408.5545541196584,1258.010994272167,1209.2392126475966
Myles Wakefield,1999-07-12,7,7,0,1208.3070601715644,1250,1250,1244.0821636451521,1187.0706341097166,1191.4529794747923
Brandon Coupe,1997-11-24,11,6,0,1260.5891199319767,1250,1250,1205.1194288190277,1250.0,1250.0
Diego Moyano,2005-07-04,10,197,0,1370.465429581838,1250,1250,1234.7918521776735,1332.8277123356665,1211.2042867274722
Agustin Calleri,2009-07-13,13,555,0,1576.6135966723914,1250,1250,1480.5451885518726,1558.3439541727162,1195.065843349254
Gaston Gaudio,2010-08-02,8,601,0,1520.576326378328,1250,1250,1417.8463723508758,1472.9077686391022,1207.067797985506
Harel Levy,2011-01-31,711,537,0,1474.5816768029922,1250,1250,1376.8257619379397,1370.443016122232,1319.8617746139266
Lior Mor,2001-08-27,293,86,0,1416.4013316859446,1250,1250,1351.771884317638,1241.0490636456886,1221.1022782707203
Teo Susnjak,2000-03-20,11,8,0,1143.055019156598,1250,1250,1177.3418643490697,1153.1942118413615,1250.0
Lleyton Hewitt,2016-01-18,149,866,0,1761.7225035225972,1250,1250,1626.4030163766834,1631.5319529414737,1516.6540479474481
