player_name,player_id,tourney_date,aces,dfs,svpt,firstin,firstwon,secondwon,sv_gms,bp_saved,bp_faced,vaces,vdfs,retpt,vfirstin,vfirstwon,vsecondwon,win,matches,aces_avg,dfs_avg,svpt_avg,firstin_avg,firstwon_avg,secondwon_avg,sv_gms_avg,bp_saved_avg,bp_faced_avg,vaces_avg,vdfs_avg,retpt_avg,vfirstin_avg,vfirstwon_avg,vsecondwon_avg,win_avg
Andrey Rublev,126094,2022-02-07,387,91,3233,2025,1574,625,536,131,204,387,151,3496,2070,1482,663,27,41,9.439024390243903,2.2195121951219514,78.85365853658537,49.390243902439025,38.390243902439025,15.24390243902439,13.073170731707316,3.1951219512195124,4.975609756097561,9.439024390243903,3.682926829268293,85.26829268292683,50.48780487804878,36.146341463414636,16.170731707317074,0.6585365853658537
Andrey Rublev,126094,2022-02-07,389,91,3276,2057,1602,633,545,131,204,389,155,3560,2110,1508,674,28,42,9.261904761904763,2.1666666666666665,78.0,48.976190476190474,38.142857142857146,15.071428571428571,12.976190476190476,3.119047619047619,4.857142857142857,9.261904761904763,3.6904761904761907,84.76190476190476,50.23809523809524,35.904761904761905,16.047619047619047,0.6666666666666666
Andrey Rublev,126094,2022-02-07,400,93,3383,2133,1655,645,560,141,217,400,161,3659,2175,1559,694,28,43,9.30232558139535,2.1627906976744184,78.67441860465117,49.604651162790695,38.48837209302326,15.0,13.023255813953488,3.2790697674418605,5.046511627906977,9.30232558139535,3.744186046511628,85.09302325581395,50.58139534883721,36.25581395348837,16.13953488372093,0.6511627906976745
Andrey Rublev,126094,2022-02-14,409,96,3460,2184,1691,658,572,143,222,412,165,3736,2222,1592,705,29,44,9.295454545454545,2.1818181818181817,78.63636363636364,49.63636363636363,38.43181818181818,14.954545454545455,13.0,3.25,5.045454545454546,9.363636363636363,3.75,84.9090909090909,50.5,36.18181818181818,16.022727272727273,0.6590909090909091
Andrey Rublev,126094,2022-02-14,422,98,3563,2250,1738,678,588,148,230,422,170,3841,2282,1640,723,30,45,9.377777777777778,2.1777777777777776,79.17777777777778,50.0,38.62222222222222,15.066666666666666,13.066666666666666,3.2888888888888888,5.111111111111111,9.377777777777778,3.7777777777777777,85.35555555555555,50.71111111111111,36.44444444444444,16.066666666666666,0.6666666666666666
Andrey Rublev,126094,2022-02-14,429,100,3626,2284,1761,696,600,149,234,428,173,3925,2329,1671,739,31,46,9.326086956521738,2.1739130434782608,78.82608695652173,49.65217391304348,38.28260869565217,15.130434782608695,13.043478260869565,3.239130434782609,5.086956521739131,9.304347826086957,3.760869565217391,85.32608695652173,50.630434782608695,36.32608695652174,16.065217391304348,0.6739130434782609
Andrey Rublev,126094,2022-02-14,438,102,3723,2353,1813,707,614,154,241,431,174,4006,2377,1706,754,32,47,9.319148936170214,2.1702127659574466,79.2127659574468,50.06382978723404,38.57446808510638,15.042553191489361,13.063829787234043,3.276595744680851,5.127659574468085,9.170212765957446,3.702127659574468,85.23404255319149,50.57446808510638,36.297872340425535,16.04255319148936,0.6808510638297872
Andrey Rublev,126094,2022-02-21,446,103,3780,2388,1840,720,625,156,245,433,174,4079,2419,1733,767,33,48,9.291666666666666,2.1458333333333335,78.75,49.75,38.333333333333336,15.0,13.020833333333334,3.25,5.104166666666667,9.020833333333334,3.625,84.97916666666667,50.395833333333336,36.104166666666664,15.979166666666666,0.6875
Andrey Rublev,126094,2022-02-21,461,105,3850,2429,1878,734,638,158,248,440,178,4163,2471,1765,785,34,49,9.408163265306122,2.142857142857143,78.57142857142857,49.57142857142857,38.326530612244895,14.979591836734693,13.020408163265307,3.2244897959183674,5.061224489795919,8.979591836734693,3.63265306122449,84.95918367346938,50.42857142857143,36.02040816326531,16.020408163265305,0.6938775510204082
Andrey Rublev,126094,2022-02-21,464,107,3923,2474,1911,746,650,161,254,446,180,4237,2514,1793,796,35,50,9.28,2.14,78.46,49.48,38.22,14.92,13.0,3.22,5.08,8.92,3.6,84.74,50.28,35.86,15.92,0.7
