tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,best_of,round,minutes,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,w1,w2,w3,w4,w5,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l1,l2,l3,l4,l5,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,loser_rank
2023-9900,United Cup,Hard,18,A,20230102,211,3,RR,62,105173,,,Adrian Mannarino,L,183,FRA,34,105948,,,Federico Coria,R,180,ARG,30,6,6,,,,6,0,44,30,23,7,7,2,3,1,0,,,,2,2,56,37,16,5,6,4,10,46,75
2023-9900,United Cup,Hard,18,A,20230102,215,3,RR,170,127339,,,Borna Gojo,R,196,CRO,24,105173,,,Adrian Mannarino,L,183,FRA,34,7,3,7,,,14,4,110,72,57,17,16,1,4,6,6,6,,,9,1,104,63,51,21,17,3,5,144,46
2023-9900,United Cup,Hard,18,A,20230102,216,3,RR,113,106432,8,,Borna Coric,R,188,CRO,26,126239,6,,Arthur Rinderknech,R,196,FRA,27,7,7,,,,10,1,65,43,40,15,12,1,2,6,6,,,,8,3,81,51,36,17,12,2,3,26,44
2023-9900,United Cup,Hard,18,A,20230102,219,3,RR,87,200335,,,Felipe Meligeni Alves,R,185,BRA,24,126340,,,Viktor Durasovic,R,185,NOR,25,6,6,,,,5,0,59,41,31,11,9,1,1,3,3,,,,11,5,73,41,28,11,9,3,6,166,343
2023-9900,United Cup,Hard,18,A,20230102,220,3,RR,71,134770,18,,Casper Ruud,R,183,NOR,24,106329,11,,Thiago Monteiro,L,183,BRA,28,6,6,,,,8,1,49,36,24,8,9,2,4,3,2,,,,2,5,41,27,16,3,8,1,6,3,71
2023-9900,United Cup,Hard,18,A,20230102,212,3,RR,,126239,6,,Arthur Rinderknech,R,196,FRA,27,202103,17,,Francisco Cerundolo,R,185,ARG,24,6,6,,,,2,1,64,43,30,11,9,0,0,4,2,,,,1,3,57,37,22,10,9,4,7,44,30
2023-9900,United Cup,Hard,18,A,20230102,243,3,RR,109,106214,,,Oscar Otte,R,196,GER,29,207494,,,Dalibor Svrcina,R,,CZE,20,7,6,,,,7,2,67,35,23,15,10,6,10,6,2,,,,0,2,73,46,24,10,10,1,7,76,222
2023-9900,United Cup,Hard,18,A,20230102,244,3,RR,92,208103,14,,Jiri Lehecka,R,185,CZE,21,100644,10,,Alexander Zverev,R,198,GER,25,6,6,,,,5,3,67,47,36,8,9,6,7,4,2,,,,1,8,56,34,22,8,9,4,8,81,12
2023-9900,United Cup,Hard,18,A,20230102,223,3,RR,108,207518,,,Lorenzo Musetti,R,185,ITA,20,126340,,,Viktor Durasovic,R,185,NOR,25,7,6,,,,7,1,69,42,35,16,11,1,2,6,3,,,,6,3,81,45,28,19,10,8,10,23,343
2023-9900,United Cup,Hard,18,A,20230102,240,3,RR,162,200282,7,,Alex De Minaur,R,183,AUS,23,104745,4,,Rafael Nadal,L,185,ESP,36,3,6,7,,,3,6,100,62,39,19,14,8,12,6,1,5,,,2,4,92,56,34,16,14,7,13,24,2
2023-9900,United Cup,Hard,18,A,20230102,239,3,RR,129,106186,,,Jason Kubler,R,178,AUS,29,105077,,,Albert Ramos,L,188,ESP,34,6,4,6,,,10,2,78,50,41,14,14,1,3,3,6,3,,,4,2,82,46,33,19,14,1,5,107,39
2023-9900,United Cup,Hard,18,A,20230102,235,3,RR,139,105554,,,Daniel Evans,R,175,GBR,32,105077,,,Albert Ramos,L,188,ESP,34,6,1,6,,,5,1,73,41,32,15,13,2,5,3,6,3,,,3,3,82,49,32,14,12,4,7,27,39
2023-9900,United Cup,Hard,18,A,20230102,236,3,RR,164,111815,15,,Cameron Norrie,L,188,GBR,27,104745,4,,Rafael Nadal,L,185,ESP,36,3,6,6,,,6,2,88,57,42,18,14,5,6,6,3,4,,,10,4,95,55,40,21,14,9,11,14,2
2023-9900,United Cup,Hard,18,A,20230102,231,3,RR,110,106186,,,Jason Kubler,R,178,AUS,29,105554,,,Daniel Evans,R,175,GBR,32,6,7,,,,11,1,67,42,30,15,11,2,4,3,6,,,,3,2,64,36,26,13,10,1,4,107,27
2023-9900,United Cup,Hard,18,A,20230102,228,3,RR,115,126610,5,,Matteo Berrettini,R,196,ITA,26,106329,11,,Thiago Monteiro,L,183,BRA,28,6,7,,,,15,1,64,43,38,14,11,0,0,4,6,,,,4,2,72,43,31,20,11,1,2,16,71
2023-9900,United Cup,Hard,18,A,20230102,227,3,RR,,207518,,,Lorenzo Musetti,R,185,ITA,20,200335,,,Felipe Meligeni Alves,R,185,BRA,24,6,6,,,,9,1,55,31,22,15,10,1,3,3,4,,,,1,2,50,33,19,8,9,0,4,23,166
2023-9900,United Cup,Hard,18,A,20230102,224,3,RR,86,126610,5,,Matteo Berrettini,R,196,ITA,26,134770,18,,Casper Ruud,R,183,NOR,24,6,6,,,,10,2,60,40,35,9,10,2,2,4,4,,,,4,0,52,41,31,4,10,0,2,16,3
2023-9900,United Cup,Hard,18,A,20230102,232,3,RR,,111815,15,,Cameron Norrie,L,188,GBR,27,200282,7,,Alex De Minaur,R,183,AUS,23,6,6,,,,4,1,56,30,26,14,9,4,4,3,3,,,,3,1,55,28,19,14,9,6,9,14,24
2023-8998,Adelaide 2,Hard,32,A,20230109,289,3,R16,91,207733,,,Jack Draper,L,191,GBR,21,126205,8,,Tommy Paul,R,185,USA,25,6,6,,,,10,1,57,33,29,13,10,3,4,4,4,,,,5,1,58,34,23,12,10,2,5,40,35
2023-8998,Adelaide 2,Hard,32,A,20230109,292,3,R16,154,200175,6,,Miomir Kecmanovic,R,183,SRB,23,106186,,WC,Jason Kubler,R,178,AUS,29,5,7,6,,,14,1,92,54,43,23,17,1,4,7,6,4,,,19,3,113,72,50,22,17,5,8,28,86
2023-8998,Adelaide 2,Hard,32,A,20230109,290,3,R16,74,200221,7,,Alejandro Davidovich Fokina,R,183,ESP,23,105357,,Q,John Millman,R,183,AUS,33,6,6,,,,4,1,53,35,26,13,9,2,3,3,3,,,,1,4,52,29,18,10,9,6,10,32,148
2023-8998,Adelaide 2,Hard,32,A,20230109,291,3,R16,118,105138,4,,Roberto Bautista Agut,R,183,ESP,34,104898,,LL,Robin Haase,R,190,NED,35,6,3,6,,,11,2,83,55,40,16,14,3,5,3,6,3,,,6,1,98,51,35,24,13,10,13,26,257
2023-8998,Adelaide 2,Hard,32,A,20230109,293,3,R16,117,106423,,WC,Thanasi Kokkinakis,R,196,AUS,26,126094,1,,Andrey Rublev,R,188,RUS,25,6,3,6,,,17,1,70,44,38,16,14,0,1,4,6,3,,,10,4,90,55,42,15,14,3,5,110,6
2023-8998,Adelaide 2,Hard,32,A,20230109,298,3,SF,165,126952,,LL,Soon Woo Kwon,R,180,KOR,25,207733,,,Jack Draper,L,191,GBR,21,7,6,6,,,13,5,109,62,50,26,16,9,10,6,7,3,,,18,6,109,62,50,22,17,2,5,84,40
2023-8998,Adelaide 2,Hard,32,A,20230109,295,3,QF,105,207733,,,Jack Draper,L,191,GBR,21,111575,3,,Karen Khachanov,R,198,RUS,26,6,7,,,,10,3,68,44,35,13,11,1,2,4,6,,,,8,3,75,48,36,11,11,4,6,40,20
2023-8998,Adelaide 2,Hard,32,A,20230109,296,3,QF,82,105138,4,,Roberto Bautista Agut,R,183,ESP,34,200221,7,,Alejandro Davidovich Fokina,R,183,ESP,23,6,6,,,,6,0,42,32,25,8,8,0,0,3,2,,,,2,3,66,35,21,13,9,7,11,26,32
2023-8998,Adelaide 2,Hard,32,A,20230109,297,3,QF,130,106423,,WC,Thanasi Kokkinakis,R,196,AUS,26,200175,6,,Miomir Kecmanovic,R,183,SRB,23,6,6,6,,,22,3,84,56,48,18,15,2,2,3,7,1,,,3,3,93,56,42,17,13,7,10,110,28
2023-8998,Adelaide 2,Hard,32,A,20230109,288,3,R16,79,111575,3,,Karen Khachanov,R,198,RUS,26,144817,,,Marc Andrea Huesler,L,196,SUI,26,6,6,,,,5,1,54,35,29,11,10,1,2,4,4,,,,2,2,56,34,25,10,10,3,6,20,55
2023-8998,Adelaide 2,Hard,32,A,20230109,294,3,QF,60,126952,,LL,Soon Woo Kwon,R,180,KOR,25,144707,,Q,Mikael Ymer,R,183,SWE,24,6,6,,,,5,2,46,27,20,11,7,4,5,1,2,,,,1,3,40,32,10,2,8,1,7,84,77
2023-8998,Adelaide 2,Hard,32,A,20230109,287,3,R16,180,144707,,Q,Mikael Ymer,R,183,SWE,24,111456,,,Mackenzie Mcdonald,R,178,USA,27,3,7,6,,,4,8,136,99,64,12,16,14,20,6,6,3,,,5,7,100,62,36,18,14,11,16,77,63
2023-8998,Adelaide 2,Hard,32,A,20230109,271,3,R32,101,126952,,LL,Soon Woo Kwon,R,180,KOR,25,207830,,Q,Tomas Machac,R,183,CZE,22,6,6,,,,6,3,82,44,35,14,10,9,11,4,4,,,,5,2,68,42,27,10,10,6,10,84,115
2023-8998,Adelaide 2,Hard,32,A,20230109,284,3,R32,164,106423,,WC,Thanasi Kokkinakis,R,196,AUS,26,200615,,WC,Alexei Popyrin,R,196,AUS,23,6,6,7,,,11,2,101,67,50,18,15,5,6,0,7,5,,,11,8,99,51,41,17,15,4,9,110,113
2023-8998,Adelaide 2,Hard,32,A,20230109,283,3,R32,130,106186,,WC,Jason Kubler,R,178,AUS,29,144869,,Q,Tomas Martin Etcheverry,R,196,ARG,23,7,7,,,,10,1,78,57,47,12,12,5,5,6,5,,,,10,1,70,43,34,17,12,1,2,86,80
2023-8998,Adelaide 2,Hard,32,A,20230109,282,3,R32,84,200175,6,,Miomir Kecmanovic,R,183,SRB,23,106378,,PR,Kyle Edmund,R,188,GBR,28,6,7,,,,7,2,60,39,35,11,11,2,2,4,5,,,,11,6,64,35,27,15,11,0,2,28,583
2023-8998,Adelaide 2,Hard,32,A,20230109,280,3,R32,130,104898,,LL,Robin Haase,R,190,NED,35,126127,,,Benjamin Bonzi,R,185,FRA,26,3,7,7,,,13,2,100,57,42,23,16,1,5,6,6,6,,,16,3,115,63,44,28,17,3,6,257,50
2023-8998,Adelaide 2,Hard,32,A,20230109,279,3,R32,166,105357,,Q,John Millman,R,183,AUS,33,105077,,,Albert Ramos,L,188,ESP,34,4,6,7,,,7,1,109,77,53,15,16,3,6,6,3,6,,,7,0,93,68,43,18,15,6,9,148,38
2023-8998,Adelaide 2,Hard,32,A,20230109,278,3,R32,95,200221,7,,Alejandro Davidovich Fokina,R,183,ESP,23,206909,,,Brandon Nakashima,R,185,USA,21,6,7,,,,4,1,70,45,37,15,10,5,5,2,6,,,,6,3,65,40,32,10,10,1,3,32,47
2023-8998,Adelaide 2,Hard,32,A,20230109,277,3,R32,88,126205,8,,Tommy Paul,R,185,USA,25,106331,,LL,Christopher Oconnell,R,183,AUS,28,6,7,,,,6,0,57,39,32,14,11,1,1,4,5,,,,7,1,66,41,32,10,11,3,5,35,79
2023-8998,Adelaide 2,Hard,32,A,20230109,276,3,R32,82,207733,,,Jack Draper,L,191,GBR,21,132283,,,Lorenzo Sonego,R,191,ITA,27,6,6,,,,2,1,44,27,21,12,9,3,4,4,2,,,,2,1,50,26,14,11,9,4,8,40,44
2023-8998,Adelaide 2,Hard,32,A,20230109,275,3,R32,149,144817,,,Marc Andrea Huesler,L,196,SUI,26,126239,,,Arthur Rinderknech,R,196,FRA,27,4,7,6,,,11,3,96,64,54,16,16,1,2,6,6,4,,,11,7,111,66,52,22,16,6,7,55,45
2023-8998,Adelaide 2,Hard,32,A,20230109,273,3,R32,108,111456,,,Mackenzie Mcdonald,R,178,USA,27,105554,5,,Daniel Evans,R,175,GBR,32,7,7,,,,8,2,73,40,29,17,12,1,4,5,5,,,,2,3,78,52,31,10,12,3,8,63,27
2023-8998,Adelaide 2,Hard,32,A,20230109,272,3,R32,143,144707,,Q,Mikael Ymer,R,183,SWE,24,200325,,,Emil Ruusuvuori,R,188,FIN,23,6,4,6,,,1,3,83,56,41,17,15,1,3,4,6,3,,,4,2,101,72,49,13,14,5,8,77,46
2023-8998,Adelaide 2,Hard,32,A,20230109,299,3,SF,154,105138,4,,Roberto Bautista Agut,R,183,ESP,34,106423,,WC,Thanasi Kokkinakis,R,196,AUS,26,7,3,6,,,7,1,107,70,52,20,15,11,12,6,6,3,,,20,1,77,46,39,22,15,0,1,26,110
2023-8998,Adelaide 2,Hard,32,A,20230109,286,3,R16,140,126952,,LL,Soon Woo Kwon,R,180,KOR,25,105807,2,,Pablo Carreno Busta,R,188,ESP,31,3,6,6,,,11,3,88,57,44,16,14,5,7,6,4,4,,,10,6,107,65,44,22,15,4,7,84,15
2023-8998,Adelaide 2,Hard,32,A,20230109,300,3,F,162,126952,,LL,Soon Woo Kwon,R,180,KOR,25,105138,4,,Roberto Bautista Agut,R,183,ESP,34,6,3,7,,,11,2,98,53,42,23,15,4,7,4,6,6,,,5,2,101,60,45,18,16,4,7,84,26
2023-0301,Auckland,Hard,32,A,20230109,295,3,QF,114,202385,,,Jenson Brooksby,R,188,USA,22,111460,,,Quentin Halys,R,191,FRA,26,7,7,,,,2,2,82,49,37,18,12,3,5,6,6,,,,13,3,75,43,33,16,12,1,3,48,64
2023-0301,Auckland,Hard,32,A,20230109,272,3,R32,157,106218,,,Marcos Giron,R,180,USA,29,105948,,LL,Federico Coria,R,180,ARG,30,6,6,7,,,3,1,121,86,49,20,17,5,10,7,4,5,,,3,4,115,69,43,17,17,7,14,60,76
2023-0301,Auckland,Hard,32,A,20230109,271,3,R32,88,208103,,Q,Jiri Lehecka,R,185,CZE,21,106329,,Q,Thiago Monteiro,L,183,BRA,28,6,7,,,,5,1,58,35,29,16,11,1,1,3,5,,,,7,0,65,39,30,9,10,6,8,78,69
2023-0301,Auckland,Hard,32,A,20230109,300,3,F,147,104755,,,Richard Gasquet,R,185,FRA,36,111815,2,,Cameron Norrie,L,188,GBR,27,4,6,6,,,3,2,88,44,36,21,15,6,9,6,4,4,,,8,2,86,52,36,17,15,4,8,67,12
2023-0301,Auckland,Hard,32,A,20230109,299,3,SF,0,104755,,,Richard Gasquet,R,185,FRA,36,106005,,,Constant Lestienne,R,180,FRA,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,65
2023-0301,Auckland,Hard,32,A,20230109,298,3,SF,98,111815,2,,Cameron Norrie,L,188,GBR,27,202385,,,Jenson Brooksby,R,188,USA,22,6,6,,,,3,0,48,31,27,11,10,3,4,3,4,,,,4,0,73,43,26,14,9,6,9,12,48
2023-0301,Auckland,Hard,32,A,20230109,297,3,QF,166,106005,,,Constant Lestienne,R,180,FRA,30,111513,,,Laslo Djere,R,188,SRB,27,2,7,7,,,5,1,118,77,54,19,16,14,18,6,6,5,,,8,3,109,61,47,21,16,2,5,65,70
2023-0301,Auckland,Hard,32,A,20230109,296,3,QF,94,104755,,,Richard Gasquet,R,185,FRA,36,105676,,,David Goffin,R,180,BEL,32,1,6,6,,,6,3,61,37,26,10,11,0,4,6,1,1,,,8,2,64,37,20,9,10,7,13,67,53
2023-0301,Auckland,Hard,32,A,20230109,293,3,R16,127,111513,,,Laslo Djere,R,188,SRB,27,134770,1,,Casper Ruud,R,183,NOR,24,3,6,7,,,18,1,98,67,49,21,15,6,7,6,3,6,,,10,4,91,62,49,16,15,3,4,70,3
2023-0301,Auckland,Hard,32,A,20230109,292,3,R16,123,106005,,,Constant Lestienne,R,180,FRA,30,106296,,Q,Gregoire Barrere,R,183,FRA,28,1,7,7,,,4,6,91,59,43,10,15,2,7,6,6,5,,,7,0,92,64,42,17,16,4,8,65,88
2023-0301,Auckland,Hard,32,A,20230109,291,3,R16,97,104755,,,Richard Gasquet,R,185,FRA,36,105311,,LL,Joao Sousa,R,185,POR,33,7,6,,,,7,1,60,35,29,16,10,2,2,6,2,,,,1,4,65,42,29,10,10,3,5,67,82
2023-0301,Auckland,Hard,32,A,20230109,290,3,R16,80,105676,,,David Goffin,R,180,BEL,32,111153,,Q,Christopher Eubanks,R,201,USA,26,6,6,,,,7,1,59,43,35,6,9,6,6,2,4,,,,12,3,63,45,31,5,9,6,9,53,123
2023-0301,Auckland,Hard,32,A,20230109,289,3,R16,67,111460,,,Quentin Halys,R,191,FRA,26,210097,,WC,Ben Shelton,L,,USA,20,6,6,,,,10,2,42,32,30,6,9,0,0,3,2,,,,8,7,54,35,23,8,8,4,7,64,92
2023-0301,Auckland,Hard,32,A,20230109,288,3,R16,48,202385,,,Jenson Brooksby,R,188,USA,22,106043,3,,Diego Schwartzman,R,170,ARG,30,6,0,,,,0,0,26,15,11,7,4,0,0,1,0,,,,0,1,22,17,8,2,3,2,4,48,25
2023-0301,Auckland,Hard,32,A,20230109,294,3,QF,123,111815,2,,Cameron Norrie,L,188,GBR,27,106218,,,Marcos Giron,R,180,USA,29,6,6,6,,,5,4,88,64,45,12,13,5,6,1,7,2,,,6,0,80,53,29,14,14,1,7,12,60
2023-0301,Auckland,Hard,32,A,20230109,286,3,R16,165,111815,2,,Cameron Norrie,L,188,GBR,27,208103,,Q,Jiri Lehecka,R,185,CZE,21,6,6,6,,,4,1,98,64,42,27,16,3,4,4,7,3,,,6,0,102,68,47,16,15,8,11,12,78
2023-0301,Auckland,Hard,32,A,20230109,273,3,R32,109,200670,,,J J Wolf,R,183,USA,24,105173,8,,Adrian Mannarino,L,183,FRA,34,6,7,,,,7,1,72,51,35,12,11,2,4,4,6,,,,7,2,71,41,27,16,11,5,8,66,43
2023-0301,Auckland,Hard,32,A,20230109,287,3,R16,94,106218,,,Marcos Giron,R,180,USA,29,200670,,,J J Wolf,R,183,USA,24,6,6,,,,3,1,52,37,31,11,10,2,2,4,4,,,,7,1,76,47,30,16,10,7,9,60,66
2023-0301,Auckland,Hard,32,A,20230109,275,3,R32,133,202385,,,Jenson Brooksby,R,188,USA,22,104926,,,Fabio Fognini,R,178,ITA,35,6,6,6,,,6,3,95,54,38,23,14,6,8,7,1,3,,,4,12,93,49,34,19,14,8,14,48,57
2023-0301,Auckland,Hard,32,A,20230109,276,3,R32,53,111460,,,Quentin Halys,R,191,FRA,26,144684,,,Alex Molcan,L,178,SVK,25,6,6,,,,20,0,53,34,32,9,10,1,1,3,4,,,,5,5,44,28,21,10,9,1,3,64,54
2023-0301,Auckland,Hard,32,A,20230109,277,3,R32,82,210097,,WC,Ben Shelton,L,,USA,20,202104,7,,Sebastian Baez,R,170,ARG,22,7,6,,,,9,1,51,34,28,12,9,2,2,6,1,,,,2,3,67,49,26,11,10,7,10,92,41
2023-0301,Auckland,Hard,32,A,20230109,279,3,R32,119,111153,,Q,Christopher Eubanks,R,201,USA,26,200005,,WC,Ugo Humbert,L,188,FRA,24,7,7,,,,6,0,91,64,50,16,12,6,6,6,6,,,,9,4,83,51,43,18,12,4,4,123,108
2023-0301,Auckland,Hard,32,A,20230109,278,3,R32,73,105676,,,David Goffin,R,180,BEL,32,122330,5,,Alexander Bublik,R,196,KAZ,25,6,6,,,,1,0,53,32,23,10,9,4,7,3,4,,,,6,6,62,35,21,8,10,0,6,53,36
2023-0301,Auckland,Hard,32,A,20230109,280,3,R32,80,104755,,,Richard Gasquet,R,185,FRA,36,208485,,WC,Kiranpal Pannu,R,,NZL,26,6,6,,,,5,0,35,24,22,10,8,0,0,3,1,,,,8,4,67,42,25,9,8,4,8,67,575
2023-0301,Auckland,Hard,32,A,20230109,282,3,R32,138,106296,,Q,Gregoire Barrere,R,183,FRA,28,104545,6,,John Isner,R,206,USA,37,6,7,6,,,10,2,101,62,52,27,17,0,0,7,6,3,,,28,2,109,73,53,21,16,2,3,88,42
2023-0301,Auckland,Hard,32,A,20230109,283,3,R32,70,106005,,,Constant Lestienne,R,180,FRA,30,106398,,,Pedro Cachin,R,185,ARG,27,6,6,,,,7,1,41,30,24,5,8,1,2,3,1,,,,1,0,53,34,18,7,8,7,12,65,59
2023-0301,Auckland,Hard,32,A,20230109,284,3,R32,145,111513,,,Laslo Djere,R,188,SRB,27,144719,,,Jaume Munar,R,183,ESP,25,3,6,7,,,7,4,104,66,42,18,14,6,11,6,1,6,,,4,5,89,53,35,15,14,3,9,70,62
2023-580,Australian Open,Hard,128,G,20230116,186,5,R64,94,105777,27,,Grigor Dimitrov,R,188,BUL,31,111513,,,Laslo Djere,R,188,SRB,27,6,6,6,,,9,2,62,37,32,16,12,0,0,3,2,0,,,4,7,73,35,22,13,11,6,12,28,68
2023-580,Australian Open,Hard,128,G,20230116,183,5,R64,127,208029,9,,Holger Rune,R,185,DEN,19,202195,,,Maxime Cressy,R,198,USA,25,7,6,6,,,10,5,92,61,52,15,16,1,2,5,4,4,,,10,14,84,47,37,17,16,3,7,10,41
2023-580,Australian Open,Hard,128,G,20230116,185,5,R64,208,200282,22,,Alex De Minaur,R,183,AUS,23,105173,,,Adrian Mannarino,L,183,FRA,34,7,4,6,6,,3,5,122,68,49,30,20,2,6,6,6,4,1,,2,3,123,83,51,19,19,3,9,24,45
2023-580,Australian Open,Hard,128,G,20230116,184,5,R64,251,126127,,,Benjamin Bonzi,R,185,FRA,26,105807,14,,Pablo Carreno Busta,R,188,ESP,31,4,4,7,6,7,15,2,176,117,89,33,26,15,18,6,6,6,1,6,12,2,187,122,87,34,25,17,21,48,15
2023-580,Australian Open,Hard,128,G,20230116,187,5,R64,184,104925,4,,Novak Djokovic,R,188,SRB,35,111505,,Q,Enzo Couacaud,R,183,FRA,27,6,6,6,6,,9,6,106,64,54,24,17,1,1,1,7,2,0,,7,2,140,92,53,20,16,14,21,5,191
2023-580,Australian Open,Hard,128,G,20230116,192,5,R64,345,104918,,,Andy Murray,R,190,GBR,35,106423,,,Thanasi Kokkinakis,R,196,AUS,26,4,6,7,6,7,10,3,183,120,86,33,28,10,14,6,7,6,3,5,37,5,205,143,101,27,27,17,22,66,159
2023-580,Australian Open,Hard,128,G,20230116,189,5,R64,158,210097,,,Ben Shelton,L,,USA,20,111797,,Q,Nicolas Jarry,R,198,CHI,27,7,7,7,,,8,6,104,60,49,31,18,0,1,6,6,5,,,10,3,107,72,57,20,18,5,7,89,154
2023-580,Australian Open,Hard,128,G,20230116,190,5,R64,103,200670,,,J J Wolf,R,183,USA,24,106043,23,,Diego Schwartzman,R,170,ARG,30,6,6,6,,,16,1,72,52,44,12,14,0,0,1,4,4,,,2,1,70,52,31,12,13,1,5,67,26
2023-580,Australian Open,Hard,128,G,20230116,191,5,R64,206,111581,,LL,Michael Mmoh,R,188,USA,25,100644,12,,Alexander Zverev,R,198,GER,25,6,6,6,6,,13,7,135,84,55,27,20,7,10,7,4,3,2,,13,12,125,83,59,11,19,6,14,107,13
2023-580,Australian Open,Hard,128,G,20230116,193,5,R64,176,105138,24,,Roberto Bautista Agut,R,183,ESP,34,200587,,Q,Brandon Holt,R,,USA,24,4,2,6,6,6,10,2,133,95,64,23,22,4,8,6,6,3,2,2,16,1,150,107,73,15,21,13,19,25,215
2023-580,Australian Open,Hard,128,G,20230116,182,5,R64,174,200005,,,Ugo Humbert,L,188,FRA,24,106045,,LL,Denis Kudla,R,180,USA,30,6,6,6,6,,18,2,123,82,62,21,19,6,7,2,7,2,4,,5,5,121,73,47,22,19,7,13,106,108
2023-580,Australian Open,Hard,128,G,20230116,188,5,R64,242,200615,,WC,Alexei Popyrin,R,196,AUS,23,126203,8,,Taylor Fritz,R,193,USA,25,6,7,6,6,6,19,8,163,106,92,31,27,1,2,7,6,4,7,2,21,3,176,117,88,31,27,7,11,113,9
2023-580,Australian Open,Hard,128,G,20230116,181,5,R64,118,105554,25,,Daniel Evans,R,175,GBR,32,104871,,,Jeremy Chardy,R,188,FRA,35,6,6,6,,,8,0,71,44,36,17,14,1,2,4,4,1,,,6,5,82,62,36,10,13,5,11,30,
2023-580,Australian Open,Hard,128,G,20230116,168,5,R64,233,128034,10,,Hubert Hurkacz,R,196,POL,25,132283,,,Lorenzo Sonego,R,191,ITA,27,3,7,2,6,6,9,6,151,99,78,16,24,5,10,6,6,6,3,3,5,7,156,98,67,29,23,12,17,11,47
2023-580,Australian Open,Hard,128,G,20230116,179,5,R64,182,200000,6,,Felix Auger Aliassime,R,193,CAN,22,144684,,,Alex Molcan,L,178,SVK,25,3,3,6,6,6,23,5,110,70,61,21,22,2,5,6,6,3,2,2,4,5,121,74,56,21,21,6,11,7,53
2023-580,Australian Open,Hard,128,G,20230116,178,5,R64,191,202103,28,,Francisco Cerundolo,R,185,ARG,24,144895,,,Corentin Moutet,L,178,FRA,23,3,6,6,7,,2,5,111,71,53,17,20,3,7,6,4,2,5,,1,3,147,100,56,23,19,8,15,29,62
2023-580,Australian Open,Hard,128,G,20230116,177,5,R64,139,208103,,,Jiri Lehecka,R,185,CZE,21,111153,,WC,Christopher Eubanks,R,201,USA,26,6,6,3,6,,4,2,111,77,55,16,19,3,6,4,4,6,3,,8,0,99,72,51,16,19,5,10,71,116
2023-580,Australian Open,Hard,128,G,20230116,176,5,R64,193,111815,11,,Cameron Norrie,L,188,GBR,27,106005,,,Constant Lestienne,R,180,FRA,30,6,3,7,6,,17,3,136,89,59,27,20,9,14,3,6,6,3,,0,2,139,106,67,12,19,7,13,12,55
2023-580,Australian Open,Hard,128,G,20230116,175,5,R64,104,206173,15,,Jannik Sinner,R,188,ITA,21,144869,,,Tomas Martin Etcheverry,R,196,ARG,23,6,6,6,,,6,3,68,42,37,16,13,0,0,3,2,2,,,6,1,65,40,24,11,12,0,5,16,79
2023-580,Australian Open,Hard,128,G,20230116,174,5,R64,185,105916,,,Marton Fucsovics,R,188,HUN,30,144750,,,Lloyd Harris,R,193,RSA,25,6,6,5,6,,3,2,122,79,62,24,20,8,9,2,3,7,4,,5,2,122,71,44,28,19,7,11,78,186
2023-580,Australian Open,Hard,128,G,20230116,173,5,R64,124,134868,,,Tallon Griekspoor,R,188,NED,26,122298,32,,Botic Van De Zandschulp,R,188,NED,27,6,6,6,,,9,2,96,69,51,15,15,3,4,4,4,4,,,8,2,86,55,35,17,15,1,5,63,34
2023-580,Australian Open,Hard,128,G,20230116,172,5,R64,92,126774,3,,Stefanos Tsitsipas,R,193,GRE,24,208014,,WC,Rinky Hijikata,U,,AUS,21,6,6,6,,,6,1,71,47,37,16,12,5,5,3,0,2,,,3,0,56,34,17,10,11,3,9,4,169
2023-580,Australian Open,Hard,128,G,20230116,171,5,R64,139,106421,7,,Daniil Medvedev,R,198,RUS,26,105357,,WC,John Millman,R,183,AUS,33,7,6,6,,,10,3,98,67,50,10,14,4,7,5,2,2,,,0,1,81,53,28,10,14,5,13,8,140
2023-580,Australian Open,Hard,128,G,20230116,170,5,R64,147,200624,29,,Sebastian Korda,R,196,USA,22,133297,,Q,Yosuke Watanuki,R,180,JPN,24,6,7,6,,,10,2,119,71,49,27,15,15,17,2,5,4,,,6,5,95,46,32,20,15,2,8,31,138
2023-580,Australian Open,Hard,128,G,20230116,169,5,R64,165,133430,20,,Denis Shapovalov,L,185,CAN,23,106121,,,Taro Daniel,R,191,JPN,29,6,7,7,,,9,9,99,55,43,23,17,5,8,3,6,5,,,2,5,116,71,41,23,16,3,9,22,94
2023-580,Australian Open,Hard,128,G,20230116,194,5,R64,230,126205,,,Tommy Paul,R,185,USA,25,200221,30,,Alejandro Davidovich Fokina,R,183,ESP,23,6,2,6,6,6,18,2,158,109,79,21,24,5,10,2,6,7,3,4,6,3,170,116,74,25,23,7,14,35,32
